Localization Key,Description,TitleNote,Note,ContractIntel,EncounterSummary,HaulingSummary,RewardList,ItemRewardList,Cooldown
CleanAir_Courier_Combat_desc,ATTENTION ALL FTL COURIERS\nFOR IMMEDIATE ASSIGNMENT\n\n**CONTRACT DETAILS** \n\nPICKUP LOCATION – An FTL ship carrying a delivery for Alliance Aid went down at <EM4>[LOCATION]</EM4>. Courier needed to retrieve package and continue delivery.\n\nDROPOFF LOCATION – Package must be taken to <EM4>[DESTINATION]</EM4>. \n\nTHREAT LEVEL – There is a strong chance that the courier was attacked by outlaws eager to acquire the vital supplies needed to stop the Molina mold out break in Levski. <EM4>Medium level engagements</EM4> expected.\n\nTRAVEL –  All transportation needs should be arranged by courier. \n\nFTL Courier Services thanks you for helping us do our part for Alliance Aid.,,,"Reward: 101,750 aUEC\nTime Limit: 15 min\nEfficiency: 6,783 aUEC/min",Encounter: 3 ships\nHostiles: 3 ship(s),,,,
CleanAir_Transport-Milestone1_title,Alliance Aid: Double Interstellar Med. Haul (Medical / Filters),,,,,,,,
CleanAir_Transport-Milestone1_desc,"All right, this one is going to be a bit different. See, with everything going on with Alliance Aid, we had a screw up with our contracts and an important shipment got overlooked. Since lives are at stake, and you've already done so much to help the Transport Division, I was kinda hoping that you'd be able to step up and do a double run for us?\n\nThere's a medium scale haul of <EM4>Molina Mold treatment on microtech</EM4> and shipment of <EM4>ventilation filters on Hurston</EM4> waiting for pick-up. You'll need to make both stops, load up everything, and bring it all to <EM4>[DESTINATION]</EM4>. \n \nTo handle the cargo, your ship should be big enough to carry cargo containers up to <EM4>2 SCU</EM4> in size. \n\nAnd I would double check to make sure you have your <EM4>handheld tractor beam</EM4> with you before heading out. Would be a huge headache if you forgot to bring one!  \n\nIt's really amazing of you to be helping out like this,\n\nElla Tieno \nJr. Logistics Coordinator \nCovalex Shipping  \n'Anything you need, anywhere you need it.'",,,"Reward: 401,750 aUEC\nTime Limit: 51.8 min\nEfficiency: 7,756 aUEC/min",Encounter: 7 ships\nHostiles: 6 ship(s),"Order: 64 SCU Molina Mold Treatment, max 2 SCU + 64 SCU Molina Ventilation Filters, max 2 SCU",,,
CleanAir_EscortShip_Easy_title,Alliance Aid: Escort Needed,,,,,,,,
CleanAir_EscortShip_Easy_desc,"Citizens for Prosperity need a combat-experienced pilot to provide extra support to an Alliance Aid pilot who is making a vital trip from <EM4>[LOCATION]</EM4> for the ongoing relief effort. \n\nOutlaws have been launching more attacks thanks to the increased activity brought on by the Molina Mold outbreak, so it’ll be your job to make sure that they stay safe while they’re completing their work. This route is relatively safe, so I'm not expecting too much trouble, but its better not to take the risk.\n\nIf you’re interested, you’ll rendezvous there and await further instructions.\n\nLima Endicott\nLead Dispatcher\nCitizens for Prosperity",,,"Reward: 29,000 aUEC\nTime Limit: 8 min\nEfficiency: 3,625 aUEC/min",Encounter: 7 ships\nHostiles: 2 ship(s)\nReinforcements: 4 ship(s),,,,
CleanAir_Killship_Hard_title,Alliance Aid: Hauler Hunters,,,,,,,,
CleanAir_Killship_Hard_desc,"ECKHART SECURITY, LLC.\nCONTRACTS & DISPATCH\n\nCONTRACT TYPE: Neutralize Ship \nAPPROVAL CODE = RT-06\n\nFOR IMMEDIATE PROCESSING\n\nOne of Nyx's local gangs, the Moraine, have been taking advantage of the current emergency happening in Levski and have one of their best pilots, <EM4>[TARGET]</EM4>, leading attacks against any Alliance Aid haulers they can get their hands on. At the rate they've been stealing supplies from the effort, unless they're stopped soon, its going to lead to whole bunch of sick people on Levski not getting the help they need.\n\nWe've been able to track the group to <EM4>[LOCATION]</EM4>, but before you head out, you're going to need to some recruiting of your own. Unless you <EM4>take a few wingmen with you</EM4>, not sure you'll be able to neutralize this particular outlaw pack. \n\nThis contract is non-negotiable.\n\nThis message may contain confidential, proprietary, privileged and/or private information. The information is intended to be for the use of the individual or entity designated above.",,,"Reward: 84,000 aUEC\nTime Limit: 15 min\nEfficiency: 5,600 aUEC/min",Encounter: 4 ships\nTarget: 4 ship(s),,,,
CleanAir_Hauling_Bulk_Ventfilters_title,Alliance Aid: Interstellar Large Cargo Haul (Filters),,,,,,,,
CleanAir_Hauling_Bulk_Ventfilters_desc,"Hey,\n\nHelp us put an end to the People's Affliction by hauling new vent filters to places that need replacements. \n\nHere's a run of them from <EM4>[LOCATION]</EM4> to <EM4>[DESTINATION]</EM4>. This is a large scale haul, so bring a ship that can fit everything. The manifest also specifies that that largest container you'll be dealing with is <EM4>16 SCU</EM4>. Would strongly recommending bringing a <EM4>handheld tractor beam</EM4> to deal with those. \n\nThanks for joining us and Alliance Aid to help bring this crisis to an end!\n\nElla Tieno\nJr. Logistics Coordinator\nCovalex Shipping  \n'Anything you need, anywhere you need it.'",,,"Reward: 1,254,250 aUEC\nTime Limit: 200 min\nEfficiency: 6,271 aUEC/min",,"Order: 2992 SCU Molina Ventilation Filters, max 16 SCU",,,
CleanAir_Hauling_Bulk_MedicalSupplies_title,Alliance Aid: Interstellar Large Cargo Haul (Medical),,,,,,,,
CleanAir_Hauling_Bulk_MedicalSupplies_desc,"Hi,\n\nThe outbreak of the People’s Ailment from Molina Mold has put a strain on the availability of medical supplies. Got a priority, large scale run here to get <EM4>[DESTINATION]</EM4> restocked with necessary pharmaceuticals and equipment. Any chance you’re available?\n\nPick up for this haul is at <EM4>[LOCATION]</EM4>. You’ll be dealing with containers that are up to <EM4>8 SCU</EM4> in size. Be sure to bring a <EM4>handheld tractor beam</EM4>, and a ship that can fit containers that size. \n\nElla Tieno\nJr. Logistics Coordinator\nCovalex Shipping  \n'Anything you need, anywhere you need it.'",,,"Reward: 1,128,750 aUEC\nTime Limit: 180 min\nEfficiency: 6,271 aUEC/min",,"Order: 1304 SCU Medical Supplies, max 8 SCU",,,
CleanAir_Hauling_Bulk_MoldSample_title,Alliance Aid: Interstellar Large Cargo Haul (Research),,,,,,,,
CleanAir_Hauling_Bulk_MoldSample_desc,"Hey,\n\nA special containment team at <EM4>[LOCATION]</EM4> has collected and securely packaged enough Molina mold samples for a large scale haul. Researchers at <EM4>[DESTINATION]</EM4> are eagerly awaiting its arrival so they can continue their tests. Any chance you can do this run for us?\n\nI've confirmed with the containment team that they used biohazard-grade containers, so there's no risk of you catching the People's Aliment. Just bring a ship that can haul <EM4>16 SCU</EM4> cargo containers and a <EM4>handheld tractor beam</EM4>.\n\nHope its a safe and smooth haul for you,\n\nElla Tieno\nJr. Logistics Coordinator\nCovalex Shipping  \n'Anything you need, anywhere you need it.'",,,"Reward: 1,254,250 aUEC\nTime Limit: 200 min\nEfficiency: 6,271 aUEC/min",,"Order: 2992 SCU Molina Mold Samples, max 16 SCU",,,
CleanAir_Hauling_Supply_Cryopods_title,Alliance Aid: Interstellar Medium Cargo Haul (Cryopods),,,,,,,,
CleanAir_Hauling_Supply_Cryopods_desc,"Hi,\n\nWith medical facilities completely overwhelmed by the Molina mold outbreak, they've resorted to putting people in cyropods to keep them from getting sicker. Thankfully, the folks at <EM4>[DESTINATION]</EM4> have freed up hospital space to treat a handful of the affected people. All they need now are the patients.\n\nLooking for someone willing to pick up some cryopods from <EM4>[LOCATION]</EM4> with a ship that can hold containers up to <EM4>2 SCU</EM4> in size. You'll also need a <EM4>handheld tractor beam</EM4>. Not sure if you've moved a cryopod before, but it's not exactly something you can haul around by hand.   \n\nElla Tieno\nJr. Logistics Coordinator\nCovalex Shipping  \n'Anything you need, anywhere you need it.'",,,"Reward: 388,750 aUEC\nTime Limit: 62 min\nEfficiency: 6,270 aUEC/min",,Order: CryoPod,,,
CleanAir_Hauling_Supply_Ventfilters_title,Alliance Aid: Interstellar Medium Cargo Haul (Filters),,,,,,,,
CleanAir_Hauling_Supply_Ventfilters_desc,"Hey,\n\nThere's a medium scale haul of new vent filters at <EM4>[LOCATION]</EM4> waiting to go to <EM4>[DESTINATION]</EM4>. You available to handle it? \n\nThe team at <EM4>[DESTINATION]</EM4> is obviously very anxious to get these new filters, and won't stop bugging me about this haul until I give them a delivery ETA. No wonder with how worried everyone is about this Molina mold outbreak. Should be an easy run. All that's needed is a ship that can hold containers <EM4>8 SCU</EM4> in size or smaller, and a <EM4>handheld tractor beam</EM4>. \n\nElla Tieno\nJr. Logistics Coordinator\nCovalex Shipping  \n'Anything you need, anywhere you need it.'",,,"Reward: 388,750 aUEC\nTime Limit: 62 min\nEfficiency: 6,270 aUEC/min",,"Order: 296 SCU Molina Ventilation Filters, max 8 SCU",,,
CleanAir_Hauling_Supply_MedicalSupplies_title,Alliance Aid: Interstellar Medium Cargo Haul (Medical),,,,,,,,
CleanAir_Hauling_Supply_MedicalSupplies_desc,"I hope this message finds you well,\n\nThings are a bit crazy than normal around here because of how many of our pilots ended up getting sick while doing runs to Levski. Thankfully, Covalex is contributing to 'Alliance Aid' so hopefully we can put this whole affair behind us soon. \n\nCurrently, I've got a medium scale haul of medical supplies waiting at <EM4>[LOCATION]</EM4>. Really need someone to take it to <EM4>[DESTINATION]</EM4>, so the team there can operate at full capacity. \n\nThe biggest container on this run will be <EM4>4 SCU</EM4> in size, so have a ship that can handle those. Oh, and don't forget your <EM4>handheld tractor beam</EM4>.  \n\nThanks for joining us and Alliance Aid to help bring this crisis to an end!\n\nElla Tieno\nJr. Logistics Coordinator\nCovalex Shipping  \n'Anything you need, anywhere you need it.'",,,"Reward: 388,750 aUEC\nTime Limit: 62 min\nEfficiency: 6,270 aUEC/min",,"Order: 176 SCU Medical Supplies, max 4 SCU",,,
CleanAir_Hauling_Supply_MoldSample_title,Alliance Aid: Interstellar Medium Cargo Haul (Research),,,,,,,,
CleanAir_Hauling_Supply_MoldSample_desc,"Hey,\n\nHave an important run here that we need handled. There's a medium scale haul of Molina mold samples securely packaged and waiting at <EM4>[LOCATION]</EM4>. Need someone to retrieve the containers and then bring them to <EM4>[DESTINATION]</EM4> to aid their research. \n \nEven though the mold is extremely toxic, these containers will keep you safe from it. All you have to worry about is having a ship big enough to carry cargo containers up to <EM4>8 SCU</EM4> in size. Plus, you'll need a <EM4>handheld tractor beam</EM4> so you can move it all quickly and efficiently.  \n\nAppreciate you taking of this important run for us!\n\nElla Tieno \nJr. Logistics Coordinator \nCovalex Shipping  \n'Anything you need, anywhere you need it.'",,,"Reward: 388,750 aUEC\nTime Limit: 62 min\nEfficiency: 6,270 aUEC/min",,"Order: 296 SCU Molina Mold Samples, max 8 SCU",,,
CleanAir_Hauling_Small_Cryopods_title,Alliance Aid: Interstellar Small Cargo Haul (Cryopods),,,,,,,,
CleanAir_Hauling_Small_Cryopods_desc,"Hello,\n\nI’ve got an extremely important and sensitive hauling order here that I’m hoping you can handle. To reduce fatalities from the Molina mold outbreak, those suffering from the People’s Ailment are being put into cryopods to keep the disease from progressing before they receive the necessary treatment.   \n\nCan you head to <EM4>[LOCATION]</EM4> to pick up a small scale haul of cryopods and bring them to <EM4>[DESTINATION]</EM4> so they can get the help they need?   \n\nIf you haven’t dealt with a cryopod before, you’ll need a ship with a hold that can fit a container up to <EM4>2 SCU</EM4> in size. A <EM4>handheld tractor beam</EM4> will also be needed to move them around.  \n\nThanks for joining us and Alliance Aid to help bring this crisis to an end!\n\nElla Tieno\nJr. Logistics Coordinator\nCovalex Shipping  \n'Anything you need, anywhere you need it.'",,,"Reward: 163,000 aUEC\nTime Limit: 26 min\nEfficiency: 6,269 aUEC/min",,Order: CryoPod,,,
CleanAir_Hauling_Small_Ventfilters_title,Alliance Aid: Interstellar Small Cargo Haul (Filters),,,,,,,,
CleanAir_Hauling_Small_Ventfilters_desc,"Hi,\n\nThis outbreak of Molina Mold really has folks on edge. Hauling requests for new vent filters is through the roof, even from places that weren’t using those cheap Gyson ones. \n\nAnyways, I have one such haul here I was hoping you could knock out. It’s a small scale haul of filters waiting at <EM4>[LOCATION]</EM4> that needs to go to <EM4>[DESTINATION]</EM4>. You free to take care of it? \n\nAccording to the haul specifics, the containers will be <EM4>1 SCU</EM4> in size or smaller. Don’t forget to bring a <EM4>handheld tractor beam</EM4> along to help you move everything. \n\nAppreciate you taking of this important run for us!\n\nElla Tieno\nJr. Logistics Coordinator\nCovalex Shipping  \n'Anything you need, anywhere you need it.'",,,"Reward: 169,250 aUEC\nTime Limit: 27 min\nEfficiency: 6,269 aUEC/min",,"Order: 8 SCU Molina Ventilation Filters, max 1 SCU",,,
CleanAir_Hauling_Small_MedicalSupplies_title,Alliance Aid: Interstellar Small Cargo Haul (Medical),,,,,,,,
CleanAir_Hauling_Small_MedicalSupplies_desc,"Hey,\n\nThere's been an uptick in demand for medical supplies since the Molina mold outbreak started. That's why the medical team at <EM4>[DESTINATION]</EM4> is running low on a few essentials and can't wait for their regular restock. Any chance you're available to do a priority run there now?\n\nGoods are ready and waiting at <EM4>[LOCATION]</EM4>. It's a small scale haul, but you'll still need a <EM4>handheld tractor beam</EM4>. Looks like the containers will be as big as <EM4>1 SCU</EM4> in size.\n\nHope its a safe and smooth haul for you, \n\nElla Tieno\nJr. Logistics Coordinator\nCovalex Shipping  \n'Anything you need, anywhere you need it.'",,,"Reward: 150,500 aUEC\nTime Limit: 24 min\nEfficiency: 6,271 aUEC/min",,"Order: 6 SCU Medical Supplies, max 1 SCU",,,
CleanAir_Hauling_Small_MoldSample_title,Alliance Aid: Interstellar Small Cargo Haul (Research),,,,,,,,
CleanAir_Hauling_Small_MoldSample_desc,"Hello,\n\nScientists at <EM4>[DESTINATION]</EM4> are desperate to get their hands on Molina mold samples so they can put it through a battery of tests. Just got word that there’s a small haul of samples waiting at <EM4>[LOCATION]</EM4> for them to use. Are you available to make this run? \n\nYou’ll need a ship that can hold cargo containers up to <EM4>1 SCU</EM4> in size, and a <EM4>handheld tractor beam</EM4> to deal with them. Finally, for your peace of mind, the mold samples have been safely and securely packaged inside the crates so there’s no risk of it getting you sick. \n\nElla Tieno \nJr. Logistics Coordinator \nCovalex Shipping  \n'Anything you need, anywhere you need it.'",,,"Reward: 169,250 aUEC\nTime Limit: 27 min\nEfficiency: 6,269 aUEC/min",,"Order: 8 SCU Molina Mold Samples, max 1 SCU",,,
